Algorithm,QPS,CPQ,recall
Milvus_HNSW,43.90630204139625,-1.0,1.0
Milvus_HNSW,43.89205668178147,-1.0,1.0
Milvus_HNSW,43.89112098234662,-1.0,1.0
Milvus_IVFPQ,85.21150040845023,-1.0,0.53766
Milvus_IVFPQ,80.11406682789222,-1.0,0.61081
Milvus_IVFPQ,73.68080656555702,-1.0,0.6984
Milvus_IVFPQ,63.55676603747382,-1.0,0.77285
Milvus_IVFPQ,61.56555781467945,-1.0,0.80375
Milvus_IVFPQ,53.17611768215186,-1.0,0.85394
Milvus_IVFPQ,47.812163514511376,-1.0,0.88349
Milvus_IVFPQ,40.47961891446227,-1.0,0.91904
Milvus_IVFPQ,35.85794510249848,-1.0,0.93914
Milvus_IVFPQ,32.872857481246804,-1.0,0.95159
HNSW,375.193,12597.957,0.327
HNSW,211.641,18718.451,0.411
HNSW,209.861,24843.828,0.476
HNSW,180.519,30967.583,0.53
HNSW,78.011,61537.971,0.693
HNSW,73.891,73759.371,0.734
IVFPQ,898.707,-1.0,0.344
IVFPQ,742.282,-1.0,0.409
IVFPQ,560.462,-1.0,0.496
IVFPQ,411.294,-1.0,0.578
IVFPQ,339.127,-1.0,0.616
IVFPQ,251.777,-1.0,0.686
IVFPQ,204.109,-1.0,0.733
IVFPQ,136.147,-1.0,0.796
IVFPQ,106.25,-1.0,0.833
IVFPQ,101.355,-1.0,0.86
IVFPQ,81.289,-1.0,0.879
IVFPQ,66.374,-1.0,0.894
IVFPQ,62.821,-1.0,0.906
SeRF,5425.0,299.0,0.3186
SeRF,4219.0,372.0,0.3433
SeRF,3132.0,509.0,0.376
SeRF,2482.0,640.0,0.3975
SeRF,1995.0,767.0,0.412
SeRF,1675.0,891.0,0.4227
SeRF,1502.0,1011.0,0.4308
SeRF,1332.0,1130.0,0.4375
WST_vamana,3326.1420175562207,1931.05,0.9579099999999636
WST_vamana,2713.0161650149776,2069.93,0.964579999999966
WST_vamana,1920.99687473622,3397.22,0.9906099999999866
WST_vamana,1355.7568004182954,4650.57,0.9963699999999946
WST_vamana,1230.3958378203542,5229.6,0.9980899999999971
WST_vamana,1066.9061681301391,5562.61,0.9988299999999984
WST_vamana,769.346497241724,6569.84,0.9993699999999992
WST_vamana,563.3665245977359,7155.06,0.9994899999999994
WST_opt,2311.99060586245,3892.4,0.9546299999999582
WST_opt,2191.5248683730447,3742.42,0.9572399999999563
WST_opt,2094.848713839134,4100.36,0.973649999999965
WST_opt,1571.865511730311,5533.76,0.9820599999999736
WST_opt,1301.2318645422115,6636.21,0.985389999999977
WST_opt,985.2375646908744,7543.54,0.9869799999999792
WST_opt,759.7213557083614,9842.22,0.9886099999999814
WST_opt,537.0495802321897,11685.1,0.989089999999982
UNIFY,390.216106,10000.3885,0.99964
UNIFY,385.656583,10000.3885,0.99964
UNIFY,371.457141,10000.3885,0.99964
UNIFY,362.844932,10000.3885,0.99964
UNIFY,334.598835,10000.3885,0.99964
UNIFY,286.141971,10000.3885,0.99964
UNIFY,278.684118,10000.3885,0.99964
UNIFY,257.569368,10000.3885,0.99964
UNIFY,231.027825,10000.3885,0.99964
UNIFY,207.140614,10000.3885,0.99964
UNIFY,180.891942,10000.3885,0.99964
UNIFY,177.008535,10000.3885,0.99964
UNIFY_hybrid,201.531578,20422.8184,0.94167
UNIFY_hybrid,178.239897,23750.9538,0.95301
UNIFY_hybrid,144.18165,28555.1904,0.96394
UNIFY_hybrid,123.71181,33155.595,0.97085
UNIFY_hybrid,123.127764,36148.2973,0.97398
UNIFY_hybrid,114.652882,38918.3956,0.98066
UNIFY_hybrid,94.421311,46443.0119,0.98637
UNIFY_hybrid,88.442889,53567.2473,0.98963
UNIFY_hybrid,49.438858,86332.3128,0.99137
UNIFY_hybrid,33.275484,127318.6197,0.99379
UNIFY_hybrid,27.858957,131976.5388,0.99818
UNIFY_hybrid,23.687203,189428.165,0.99898
UNIFY_hybrid,17.510409,250716.9932,0.9993
DSG,8486.5942,172.4283,0.3381
DSG,7480.4219,193.1059,0.3764
DSG,6854.9587,212.1294,0.4086
DSG,6291.7932,230.0234,0.4355
DSG,4955.0871,293.99,0.5162
DSG,4097.5495,351.5065,0.5716
DSG,3529.7236,404.0073,0.6112
DSG,2661.0451,529.0522,0.679
DSG,2178.6013,646.9141,0.7204
DSG,1555.9647,871.2168,0.7726
DSG,1182.8043,1085.4578,0.802
DSG,916.9341,1292.8433,0.822
DSG,863.6765,1493.8878,0.8361
DSG,733.4707,1689.4416,0.8465
DSG,526.1332,1879.7974,0.8556
DSG,424.1216,2065.2642,0.863
DSG,205.0591,2246.1112,0.869
iRangeGraph,5543.54,451.0,0.77975
iRangeGraph,3816.76,540.0,0.83135
iRangeGraph,2691.85,582.0,0.84807
iRangeGraph,2585.83,979.0,0.93636
iRangeGraph,1944.95,1687.0,0.9797
iRangeGraph,1626.94,2003.0,0.98682
iRangeGraph,1406.6,2710.0,0.99428
